Protein Accession,Gene Names,Protein Annotation,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
sp|P62141|PP1B_MOUSE,Ppp1cb,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Mus musculus GN=Ppp1cb PE=1 SV=3,127125.9,131208.8,117340.8,129183.3,118526,118537.7,122290.6,116151.4
sp|P63087|PP1G_MOUSE,Ppp1cc,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Mus musculus GN=Ppp1cc PE=1 SV=1,124589.4,122270.8,102199.1,120708.4,111117.5,111484,106034.3,106005.3
sp|P63087-2|PP1G_MOUSE,Ppp1cc,Isoform Gamma-2 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Mus musculus GN=Ppp1cc,137489.6,135112.6,115183.5,133893.8,124155.3,124502.6,118904.9,118916.3
sp|Q80W00|PP1RA_MOUSE,Ppp1r10,Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Mus musculus GN=Ppp1r10 PE=1 SV=1,43641.7,39539.9,17892.6,39854.9,45550.6,44711.9,57699.6,59116.9
tr|A5A4Y9|A5A4Y9_MOUSE,Ppp1r11,Protein phosphatase 1 regulatory subunit 11 OS=Mus musculus GN=Ppp1r11 PE=2 SV=1,27646.7,29322.8,30949.9,28566.8,30356.8,30438.7,30541.3,29392.1
sp|Q8K1L5|PP1RB_MOUSE,Ppp1r11,Protein phosphatase 1 regulatory subunit 11 OS=Mus musculus GN=Ppp1r11 PE=2 SV=1,27045.6,28879.6,30494.2,29105.1,30799.2,30878.1,30957.3,30237.4
sp|Q9DBR7|MYPT1_MOUSE,Ppp1r12a,Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a PE=1 SV=2,142129.3,137306.5,136567,135916.5,145687.9,147480.9,141822,148705.9
tr|F6XWD4|F6XWD4_MOUSE,Ppp1r12c,Protein phosphatase 1 regulatory subunit 12C (Fragment) OS=Mus musculus GN=Ppp1r12c PE=4 SV=1,56761.1,56812.3,45028.8,51423.9,55625.2,57305.8,56671.2,58531.7
sp|Q3UMT1|PP12C_MOUSE,Ppp1r12c,Protein phosphatase 1 regulatory subunit 12C OS=Mus musculus GN=Ppp1r12c PE=1 SV=1,56514,56481.5,46683.3,51401.8,55889.1,57257.1,56346.4,58591.3
sp|Q62415|ASPP1_MOUSE,Ppp1r13b,Apoptosis-stimulating of p53 protein 1 OS=Mus musculus GN=Ppp1r13b PE=2 SV=2,36768.4,32806.5,19076,40414.9,37720.7,37517.7,35989.9,38617.6
sp|Q8BQ30|PPR18_MOUSE,Ppp1r18,Phostensin OS=Mus musculus GN=Ppp1r18 PE=1 SV=1,83608,76614.5,83901.3,77070.9,73656.6,77159.1,65852,67938.7
sp|Q9DCL8|IPP2_MOUSE,Ppp1r2,Protein phosphatase inhibitor 2 OS=Mus musculus GN=Ppp1r2 PE=1 SV=3,61107.9,60408,63223.4,59648.4,63491.3,63183.4,64518.5,67264.8
sp|Q3TDD9|PPR21_MOUSE,Ppp1r21,Protein phosphatase 1 regulatory subunit 21 OS=Mus musculus GN=Ppp1r21 PE=2 SV=2,91844.9,87022,87915.7,88321.4,80862.1,81394.6,68695.2,67967.8
sp|Q8BKR5|PPR37_MOUSE,Ppp1r37,Protein phosphatase 1 regulatory subunit 37 OS=Mus musculus GN=Ppp1r37 PE=2 SV=1,25570.4,26537.6,24957.6,22665.5,28496.2,27306.1,27081.9,27591.3
sp|Q3UM45|PP1R7_MOUSE,Ppp1r7,Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus GN=Ppp1r7 PE=1 SV=2,157365.3,162778.1,169563.6,150862.6,156291.7,161140.8,153427.7,155517.3
sp|Q8R3G1|PP1R8_MOUSE,Ppp1r8,Nuclear inhibitor of protein phosphatase 1 OS=Mus musculus GN=Ppp1r8 PE=1 SV=1,62739.6,64055.6,57725.1,59677.9,59968.4,59391.8,59098.9,56842.1
tr|H3BJD6|H3BJD6_MOUSE,Ppp1r9a,Protein Ppp1r9a OS=Mus musculus GN=Ppp1r9a PE=1 SV=1,81083.3,77108.5,81006.7,75985.8,71224.7,68250.2,60442.2,65226.6
sp|Q6R891|NEB2_MOUSE,Ppp1r9b,Neurabin-2 OS=Mus musculus GN=Ppp1r9b PE=1 SV=1,90682.3,93196.3,92140.6,89356,83465.2,84931.6,71935.3,74632
sp|P63330|PP2AA_MOUSE,Ppp2ca,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Mus musculus GN=Ppp2ca PE=1 SV=1,147507.9,144566.8,159334,141740.5,158148.4,161455,174854.4,185985.7
sp|P62715|PP2AB_MOUSE,Ppp2cb,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus GN=Ppp2cb PE=1 SV=1,123528.6,120346.3,133632.2,119190.4,132496.6,134774.6,145507.4,154869.1
sp|Q76MZ3|2AAA_MOUSE,Ppp2r1a,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus GN=Ppp2r1a PE=1 SV=3,218435.9,222361,236163.4,217736,225165.4,229777.3,236722.8,237858.8
sp|Q6P1F6|2ABA_MOUSE,Ppp2r2a,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Mus musculus GN=Ppp2r2a PE=1 SV=1,146333.6,144007.2,130035.2,137693.9,163094.5,162148,183010.7,187207
sp|Q925E7|2ABD_MOUSE,Ppp2r2d,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform OS=Mus musculus GN=Ppp2r2d PE=2 SV=1,100759.1,100871.4,91818.1,95487.1,111310.1,115104.4,122628.6,127062
sp|Q9JK24|P2R3C_MOUSE,Ppp2r3c,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma OS=Mus musculus GN=Ppp2r3c PE=1 SV=2,39922.1,39404,39614,37910.9,36237.1,35750.2,36388.3,33886.8
sp|Q9Z176|P2R3D_MOUSE,Ppp2r3d,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit delta OS=Mus musculus GN=Ppp2r3d PE=2 SV=1,45890,42779.6,46769.2,41348.4,57134.1,51543.9,62684.6,59235.2
sp|P58389|PTPA_MOUSE,Ppp2r4,Serine/threonine-protein phosphatase 2A activator OS=Mus musculus GN=Ppp2r4 PE=1 SV=1,180051,179634.3,186367.8,171191.2,171899.5,180586.3,148470.1,152432
sp|Q6PD03|2A5A_MOUSE,Ppp2r5a,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Mus musculus GN=Ppp2r5a PE=2 SV=1,163197,164887.3,154396.2,159576.3,145316,149391.2,134172.7,138887.1
tr|Q6PD28|Q6PD28_MOUSE,Ppp2r5b,Protein Ppp2r5b OS=Mus musculus GN=Ppp2r5b PE=2 SV=1,84873,86205.1,75246.7,78030.3,80975.3,79651.8,67339.2,73445.2
sp|Q60996|2A5G_MOUSE,Ppp2r5c,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Mus musculus GN=Ppp2r5c PE=1 SV=2,128487.1,128136,123484.7,121526.5,129051.5,128501.1,135108.2,130319.3
tr|Q91V89|Q91V89_MOUSE,Ppp2r5d,Protein Ppp2r5d OS=Mus musculus GN=Ppp2r5d PE=1 SV=1,131036.6,133392.8,115095.3,125752.8,131161.8,127632.8,142117.2,144381.3
sp|Q61151|2A5E_MOUSE,Ppp2r5e,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform OS=Mus musculus GN=Ppp2r5e PE=2 SV=3,105101.7,104432.1,104220.1,109934.2,109918.2,106878.8,111604.7,112946.7
sp|P63328|PP2BA_MOUSE,Ppp3ca,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus GN=Ppp3ca PE=1 SV=1,144536,141821,151436.1,145980.9,136960.5,138586.6,119324.6,121563.2
sp|P48453|PP2BB_MOUSE,Ppp3cb,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Mus musculus GN=Ppp3cb PE=1 SV=2,136024,139845.1,143239.5,134431.7,142326.7,141284.7,137285.7,133750.3
sp|P48455|PP2BC_MOUSE,Ppp3cc,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform OS=Mus musculus GN=Ppp3cc PE=2 SV=1,74290.1,70448.2,72917.8,70151.5,66571.8,68787.3,65030.5,65161
sp|Q63810|CANB1_MOUSE,Ppp3r1,Calcineurin subunit B type 1 OS=Mus musculus GN=Ppp3r1 PE=1 SV=3,152292.2,154261.2,161282.9,142087.1,150714,154606.1,137263.3,138718.1
sp|P97470|PP4C_MOUSE,Ppp4c,Serine/threonine-protein phosphatase 4 catalytic subunit OS=Mus musculus GN=Ppp4c PE=1 SV=2,87367.5,86047,96630.6,89804,95855.3,95114.6,104407.6,104117.3
sp|Q8K2V1|PP4R1_MOUSE,Ppp4r1,Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Mus musculus GN=Ppp4r1 PE=2 SV=2,35245,37974.3,40816.1,35015.3,38941.9,38159.3,39706.9,41162.6
tr|E0CX37|E0CX37_MOUSE,Ppp4r1,Serine/threonine-protein phosphatase 4 regulatory subunit 1 (Fragment) OS=Mus musculus GN=Ppp4r1 PE=4 SV=1,22713.1,24263.7,29137,21630.7,25525.2,23382.3,26715.3,24218.2
sp|Q0VGB7|PP4R2_MOUSE,Ppp4r2,Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Mus musculus GN=Ppp4r2 PE=1 SV=1,84050.2,83913,95176.7,82145.8,97484.7,99721.9,105541.3,106072.8
sp|Q60676|PPP5_MOUSE,Ppp5c,Serine/threonine-protein phosphatase 5 OS=Mus musculus GN=Ppp5c PE=1 SV=3,98821,97736.6,92445.7,95183.6,105474.9,102491.4,131092,133826
sp|Q9CQR6|PPP6_MOUSE,Ppp6c,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Mus musculus GN=Ppp6c PE=2 SV=1,145025.5,134391.3,154722.4,136574.4,144314.8,148064.3,139535,150429.2
sp|Q7TSI3|PP6R1_MOUSE,Ppp6r1,Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Mus musculus GN=Ppp6r1 PE=1 SV=1,124379.4,126866.4,130989.7,126371.6,127567.4,128590.3,124089.1,125434.9
sp|Q8R3Q2|PP6R2_MOUSE,Ppp6r2,Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Mus musculus GN=Ppp6r2 PE=1 SV=1,65155.6,66590.7,66602.7,69494.8,65662.4,63507.3,53779,54580.1
sp|Q922D4|PP6R3_MOUSE,Ppp6r3,Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Mus musculus GN=Ppp6r3 PE=1 SV=1,121728.3,124577.5,140622.9,124713.5,137342.2,136782.2,150566.4,155456.2
sp|O88531|PPT1_MOUSE,Ppt1,Palmitoyl-protein thioesterase 1 OS=Mus musculus GN=Ppt1 PE=2 SV=2,110603.3,103421.4,119880.6,96999.7,95165.1,97799.9,89315.8,90671.6
sp|Q6NVE9|PPTC7_MOUSE,Pptc7,Protein phosphatase PTC7 homolog OS=Mus musculus GN=Pptc7 PE=2 SV=1,26311.9,27810.7,27787.7,28769.7,29707.3,29557.2,29955.8,30138.8
sp|Q8CEC6|PPWD1_MOUSE,Ppwd1,Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Mus musculus GN=Ppwd1 PE=2 SV=2,104564.1,106160.1,105780.8,102818.5,104714.1,104212.4,96499.4,97990.2
sp|Q91VJ5|PQBP1_MOUSE,Pqbp1,Polyglutamine-binding protein 1 OS=Mus musculus GN=Pqbp1 PE=1 SV=1,130367.1,135762.9,137269.2,129760.4,134159,138376.1,146149.5,147803.5
sp|Q80XM9|PQLC1_MOUSE,Pqlc1,PQ-loop repeat-containing protein 1 OS=Mus musculus GN=Pqlc1 PE=2 SV=1,48180.4,46857.5,54866.8,58077,47769.8,46729.1,47460,47347.8
sp|Q8C6U2|PQLC3_MOUSE,Pqlc3,PQ-loop repeat-containing protein 3 OS=Mus musculus GN=Pqlc3 PE=2 SV=1,74255.3,70273.7,61145.6,78209.1,53913.1,56756.7,59775.1,54103.9
sp|Q9JIG8|PRAF2_MOUSE,Praf2,PRA1 family protein 2 OS=Mus musculus GN=Praf2 PE=2 SV=1,40028.7,38914.3,39419.7,41786,37943.1,38542.5,44251.4,45897.9
tr|Q9EQC8|Q9EQC8_MOUSE,Prcc,Papillary renal cell carcinoma (Translocation-associated) OS=Mus musculus GN=Prcc PE=1 SV=1,80579.2,74502.9,79830.5,78934.3,76634,80044.1,76070,70982.7
sp|Q7TMR0|PCP_MOUSE,Prcp,Lysosomal Pro-X carboxypeptidase OS=Mus musculus GN=Prcp PE=2 SV=2,51684,51442.3,54872.3,48662.9,52947.7,52214.2,55126,50803.2
sp|Q3UTQ7|PRD10_MOUSE,Prdm10,PR domain zinc finger protein 10 OS=Mus musculus GN=Prdm10 PE=1 SV=2,20593.1,22652.2,11365.7,22423.2,18080.2,19856.2,17813.3,18456.7
tr|A2A7B5|A2A7B5_MOUSE,Prdm2,Protein Prdm2 OS=Mus musculus GN=Prdm2 PE=1 SV=1,22069.3,21655.4,8925,17552,20129,20313.3,22014.2,21981.9
sp|P35700|PRDX1_MOUSE,Prdx1,Peroxiredoxin-1 OS=Mus musculus GN=Prdx1 PE=1 SV=1,413584.8,415506.9,427119.3,393139.2,435581.1,440758,465199.7,475773.5
sp|Q61171|PRDX2_MOUSE,Prdx2,Peroxiredoxin-2 OS=Mus musculus GN=Prdx2 PE=1 SV=3,199068.8,195335.7,201956.4,189383.1,179263.8,185975.1,169918.4,169040.8
sp|P20108|PRDX3_MOUSE,Prdx3,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus GN=Prdx3 PE=1 SV=1",170285.3,171091.1,184690.1,156215.2,169700.7,168947,183318.5,176497.8
sp|O08807|PRDX4_MOUSE,Prdx4,Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1,243145.3,253296.9,275531.3,245834.8,264793.2,270538.5,273258,292972.3
sp|P99029|PRDX5_MOUSE,Prdx5,"Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2",179836.2,185598.1,188023.7,172113.5,168001.5,174814.4,144886.6,151668.3
sp|O08709|PRDX6_MOUSE,Prdx6,Peroxiredoxin-6 OS=Mus musculus GN=Prdx6 PE=1 SV=3,579599.5,569396.7,578312.5,538791.4,563475.3,573647.2,556986.1,553358.8
tr|Q6GT24|Q6GT24_MOUSE,Prdx6,Peroxiredoxin 6 OS=Mus musculus GN=Prdx6 PE=1 SV=1,579728.9,567586.7,579605.3,540667.2,564981.9,576422.7,551564,551115.5
sp|Q9WUQ2|PREB_MOUSE,Preb,Prolactin regulatory element-binding protein OS=Mus musculus GN=Preb PE=1 SV=1,92962.3,84233.5,81254.5,91421.2,95226.4,92353.5,97421.7,97557.5
sp|Q9QUR6|PPCE_MOUSE,Prep,Prolyl endopeptidase OS=Mus musculus GN=Prep PE=2 SV=1,110988.6,110981.5,117133.9,108922.4,125394.5,122689.9,161190.9,165259.6
sp|Q8C167|PPCEL_MOUSE,Prepl,Prolyl endopeptidase-like OS=Mus musculus GN=Prepl PE=2 SV=1,19892.2,19631.6,21425.1,19905.1,19973.9,20158.6,23538.3,24391.1
sp|Q69ZK0|PREX1_MOUSE,Prex1,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Mus musculus GN=Prex1 PE=1 SV=2",78892.2,77623.7,72824.2,77135.5,74468.2,76994.8,68076.9,67603.4
sp|Q61878|PRG2_MOUSE,Prg2,Bone marrow proteoglycan OS=Mus musculus GN=Prg2 PE=1 SV=1,92571.5,89196.8,92183.4,116909.6,77334.2,75738,59735.8,57055.2
sp|P33610|PRI2_MOUSE,Prim2,DNA primase large subunit OS=Mus musculus GN=Prim2 PE=1 SV=1,64003.9,62627.3,64132.2,61520.3,63035.7,60942.9,85385.5,88749.4
sp|Q5EG47|AAPK1_MOUSE,Prkaa1,5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Mus musculus GN=Prkaa1 PE=1 SV=2,114564.2,113048.4,97410.4,115798.3,107458.8,110711.5,97930.6,92829.2
sp|Q9R078|AAKB1_MOUSE,Prkab1,5'-AMP-activated protein kinase subunit beta-1 OS=Mus musculus GN=Prkab1 PE=1 SV=2,81801.4,84386.6,84280,76418.3,82669.4,80792.2,70439.9,70577.5
sp|P05132|KAPCA_MOUSE,Prkaca,cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3,137882.1,130842.9,130992.5,132254.3,124937.4,126977.6,107575,106599.6
sp|P05132-2|KAPCA_MOUSE,Prkaca,Isoform 2 of cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca,135564.7,132428.3,129593.4,126875.7,126367,126193.3,109961.5,109330.4
sp|P68181|KAPCB_MOUSE,Prkacb,cAMP-dependent protein kinase catalytic subunit beta OS=Mus musculus GN=Prkacb PE=1 SV=2,166097.4,160579.2,153063.3,158162.9,148029.4,149261.3,127041.2,129398.4
sp|P68181-4|KAPCB_MOUSE,Prkacb,Isoform 4 of cAMP-dependent protein kinase catalytic subunit beta OS=Mus musculus GN=Prkacb,161273.3,163706.3,153687,157726.5,149122.4,149574.7,127496,133232
sp|O54950|AAKG1_MOUSE,Prkag1,5'-AMP-activated protein kinase subunit gamma-1 OS=Mus musculus GN=Prkag1 PE=1 SV=2,168724.6,169380,176878.3,174324.3,171118.3,176964.4,150170.1,146361.3
sp|Q91WG5|AAKG2_MOUSE,Prkag2,5'-AMP-activated protein kinase subunit gamma-2 OS=Mus musculus GN=Prkag2 PE=1 SV=2,128942.9,129446.5,131923.2,130537.1,130534.4,133066.9,119768,115960.1
sp|Q9DBC7|KAP0_MOUSE,Prkar1a,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus GN=Prkar1a PE=1 SV=3,186501.5,185370.4,177468.6,179962.5,180505.7,185593.5,165113.7,160225
sp|P12849|KAP1_MOUSE,Prkar1b,cAMP-dependent protein kinase type I-beta regulatory subunit OS=Mus musculus GN=Prkar1b PE=2 SV=2,155858.1,152641.6,150846.4,146810.1,151533.9,150781.1,138392.6,135438.5
sp|P12367|KAP2_MOUSE,Prkar2a,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Mus musculus GN=Prkar2a PE=1 SV=2,101247.6,99863.6,106432.1,96863.8,101739.2,103313.9,104959.3,103841.3
tr|Q8K1M3|Q8K1M3_MOUSE,Prkar2a,"Protein kinase, cAMP dependent regulatory, type II alpha OS=Mus musculus GN=Prkar2a PE=1 SV=1",105788.1,104426.7,111615.1,100998.1,106607.8,107953,109752,108681.5
sp|P31324|KAP3_MOUSE,Prkar2b,cAMP-dependent protein kinase type II-beta regulatory subunit OS=Mus musculus GN=Prkar2b PE=1 SV=3,76354.5,78028.3,77240.9,78413.5,72662.7,74662.3,77517,70083.4
sp|P20444|KPCA_MOUSE,Prkca,Protein kinase C alpha type OS=Mus musculus GN=Prkca PE=1 SV=3,114594.5,111034.1,110687.6,112726.6,113559.9,117139.7,135072,136781.1
tr|Q4VA93|Q4VA93_MOUSE,Prkca,Protein kinase C OS=Mus musculus GN=Prkca PE=2 SV=1,136225.1,130359.2,131363.3,133441.5,137089.4,140469.3,161094.6,163928
sp|P68404|KPCB_MOUSE,Prkcb,Protein kinase C beta type OS=Mus musculus GN=Prkcb PE=1 SV=4,181262.8,172752.3,167788.3,169670.3,161479.8,165553,139701.2,137537.8
sp|P68404-2|KPCB_MOUSE,Prkcb,Isoform Beta-II of Protein kinase C beta type OS=Mus musculus GN=Prkcb,181331.6,172130.6,167766.6,170057.3,161778.6,166304.1,137962.4,136989.5
sp|P28867|KPCD_MOUSE,Prkcd,Protein kinase C delta type OS=Mus musculus GN=Prkcd PE=1 SV=3,112134.8,109657.6,113872.1,110346.4,114378.5,113095.8,115983.1,116967.1
sp|P63318|KPCG_MOUSE,Prkcg,Protein kinase C gamma type OS=Mus musculus GN=Prkcg PE=1 SV=1,48807.2,51725.9,46921.3,45514.4,49943.6,50749,59442.6,61237.6
sp|P23298|KPCL_MOUSE,Prkch,Protein kinase C eta type OS=Mus musculus GN=Prkch PE=1 SV=2,97443.2,97603.9,88666.1,90338.7,99262.7,99867.7,94306.2,92693.6
sp|Q02111|KPCT_MOUSE,Prkcq,Protein kinase C theta type OS=Mus musculus GN=Prkcq PE=1 SV=1,160366.3,156684.8,138205.9,143739.8,123943,130545.7,113337.9,109235.4
sp|O08795|GLU2B_MOUSE,Prkcsh,Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh PE=1 SV=1,155997,148519.5,177561.9,152408.6,166114.4,168213.2,189470.7,195533.5
sp|O08795-2|GLU2B_MOUSE,Prkcsh,Isoform 2 of Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh,155133.1,148665.6,177705.3,151759.9,165998,167903.1,189985.2,196264.4
sp|Q02956|KPCZ_MOUSE,Prkcz,Protein kinase C zeta type OS=Mus musculus GN=Prkcz PE=1 SV=2,13662.9,12649.2,12033,11717.3,11589.2,12385.5,11656.2,10703.7
sp|Q8BZ03|KPCD2_MOUSE,Prkd2,Serine/threonine-protein kinase D2 OS=Mus musculus GN=Prkd2 PE=1 SV=1,140934.3,140750.4,127163.7,134209,121940.2,126375.2,103831.4,102004.2
sp|Q8K1Y2|KPCD3_MOUSE,Prkd3,Serine/threonine-protein kinase D3 OS=Mus musculus GN=Prkd3 PE=1 SV=1,119832,119954.4,110246.5,113297.5,109320.1,112692.9,97549.9,94637.6
sp|P97313|PRKDC_MOUSE,Prkdc,DNA-dependent protein kinase catalytic subunit OS=Mus musculus GN=Prkdc PE=1 SV=3,132525.3,122445.6,144219.7,122247.5,124599.4,124818.9,114239.3,111986.8
sp|Q9WTX2|PRKRA_MOUSE,Prkra,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Mus musculus GN=Prkra PE=1 SV=1,26620.1,28624.4,21237.1,22726.5,18094.6,19796.8,20507.1,19203
sp|Q9CWV6|PKRI1_MOUSE,Prkrip1,PRKR-interacting protein 1 OS=Mus musculus GN=Prkrip1 PE=1 SV=2,112920.9,103658.4,94188.5,108284.2,113635.5,115512.4,130448.4,140615.4
sp|Q9CUX1|P52K_MOUSE,Prkrir,52 kDa repressor of the inhibitor of the protein kinase OS=Mus musculus GN=Prkrir PE=2 SV=2,55750.9,57444.2,60060.4,55980.4,62466.1,63145.4,63934.7,60436.5
sp|Q922R0|PRKX_MOUSE,Prkx,cAMP-dependent protein kinase catalytic subunit PRKX OS=Mus musculus GN=Prkx PE=1 SV=1,78701.1,72792.6,76190.5,79926.5,70526.6,72763.4,63340.1,63747.3
sp|Q9JIF0|ANM1_MOUSE,Prmt1,Protein arginine N-methyltransferase 1 OS=Mus musculus GN=Prmt1 PE=1 SV=1,127907.4,134386.8,140181.5,128277,153412.4,155704.9,191036.6,196261.2
sp|Q6NZB1|ANM6_MOUSE,Prmt6,Protein arginine N-methyltransferase 6 OS=Mus musculus GN=Prmt6 PE=1 SV=2,32033.7,32649.2,31120.2,29922.7,37194,35655,40509.5,41115
sp|Q3U3W5|ANM9_MOUSE,Prmt9,Putative protein arginine N-methyltransferase 9 OS=Mus musculus GN=Prmt9 PE=2 SV=2,78886.8,81526.1,79234.8,73388.4,71092.6,71334.4,76630.6,78661.9
sp|Q9D820|PRXD1_MOUSE,Prorsd1,Prolyl-tRNA synthetase associated domain-containing protein 1 OS=Mus musculus GN=Prorsd1 PE=2 SV=1,81588.8,90800.1,92548.2,86043.3,77911.2,81355.8,72009.8,73366.1
sp|Q9Z2Y8|PROSC_MOUSE,Prosc,Proline synthase co-transcribed bacterial homolog protein OS=Mus musculus GN=Prosc PE=1 SV=1,133271.8,131028.9,135063.3,128404.2,136995.8,137178.2,133382.9,138364.4
sp|Q8BM39|PRP18_MOUSE,Prpf18,Pre-mRNA-splicing factor 18 OS=Mus musculus GN=Prpf18 PE=2 SV=1,79987.7,79032.7,81028,79974.6,87258.4,85334.9,97460.1,98160.7
sp|Q99KP6|PRP19_MOUSE,Prpf19,Pre-mRNA-processing factor 19 OS=Mus musculus GN=Prpf19 PE=1 SV=1,170926.7,173416.7,182018.5,167680.2,184366.5,188821.3,195006,199079.9
sp|Q8CCF0|PRP31_MOUSE,Prpf31,U4/U6 small nuclear ribonucleoprotein Prp31 OS=Mus musculus GN=Prpf31 PE=1 SV=3,172411.9,163276.6,141417.8,156811.6,181572.1,175766.6,217878.1,218433.5
sp|Q4FK66|PR38A_MOUSE,Prpf38a,Pre-mRNA-splicing factor 38A OS=Mus musculus GN=Prpf38a PE=1 SV=1,96874.1,94914.4,99865.6,88606.4,91994.8,92811.3,101148.6,100039.2
sp|Q80SY5|PR38B_MOUSE,Prpf38b,Pre-mRNA-splicing factor 38B OS=Mus musculus GN=Prpf38b PE=1 SV=1,161059.5,159729.3,149303.5,156617.1,160265.5,164453,152546,154340.4
sp|Q8K2Z2|PRP39_MOUSE,Prpf39,Pre-mRNA-processing factor 39 OS=Mus musculus GN=Prpf39 PE=2 SV=3,65499.4,65045.4,75430.1,65446.1,68761.2,69751.4,72590.3,70271.6
tr|E9QJV4|E9QJV4_MOUSE,Prpf39,Pre-mRNA-processing factor 39 OS=Mus musculus GN=Prpf39 PE=4 SV=1,65733.6,64195,74162.8,65460.5,69332.3,70490.2,72212.8,70528.7
sp|Q9DAW6|PRP4_MOUSE,Prpf4,U4/U6 small nuclear ribonucleoprotein Prp4 OS=Mus musculus GN=Prpf4 PE=1 SV=1,139686.1,137195.5,140545,136774.9,150285.2,152638.7,160277.8,167905.9
sp|Q9R1C7|PR40A_MOUSE,Prpf40a,Pre-mRNA-processing factor 40 homolog A OS=Mus musculus GN=Prpf40a PE=1 SV=1,178927.5,175825.2,202443.2,178218.6,191229.7,194664,194065.4,199131.7
sp|Q80W14|PR40B_MOUSE,Prpf40b,Pre-mRNA-processing factor 40 homolog B OS=Mus musculus GN=Prpf40b PE=2 SV=2,67961.7,64858.2,64203.6,65269.3,67881.1,68987.5,82112.9,88203.1
sp|Q61136|PRP4B_MOUSE,Prpf4b,Serine/threonine-protein kinase PRP4 homolog OS=Mus musculus GN=Prpf4b PE=1 SV=3,137710.9,130118.9,125710.9,132558.3,151785.3,151853.8,152159.7,155387.6
sp|Q91YR7|PRP6_MOUSE,Prpf6,Pre-mRNA-processing factor 6 OS=Mus musculus GN=Prpf6 PE=2 SV=1,156744.2,147156.6,127161.8,148137.3,152362.8,152656.8,153391.1,155724.1
sp|Q99PV0|PRP8_MOUSE,Prpf8,Pre-mRNA-processing-splicing factor 8 OS=Mus musculus GN=Prpf8 PE=1 SV=2,195030.3,187032.8,210333.9,179830.3,203454.1,202083,218734.1,216405.3
tr|Q8C5R8|Q8C5R8_MOUSE,Prps1l1,Protein Prps1l1 OS=Mus musculus GN=Prps1l1 PE=2 SV=1,83435.4,78262.8,84893.9,85814.8,85014.5,87237.4,90670.5,97888.1
tr|G3UXL2|G3UXL2_MOUSE,Prps1l3,Protein Prps1l3 OS=Mus musculus GN=Prps1l3 PE=3 SV=1,112480.2,112423.3,112218.5,110919.3,118362.6,118904,123036.8,133605.2
sp|Q9CS42|PRPS2_MOUSE,Prps2,Ribose-phosphate pyrophosphokinase 2 OS=Mus musculus GN=Prps2 PE=1 SV=4,131516.2,130117.7,135365.2,125905.6,127168.7,129379.8,128465.3,136328.6
